,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12
0,1.725617456461605,1.6677654252853762,1.440399244265053,-1.5602051278767226,-0.05644649192776732,0.167248478075174,0.24168591631768593,0.4340798142803923,1.4663794476533805,-0.7404161227634931,-0.2021699281858618,1.3113039735479408
1,1.8769238021882253,1.3959873795449242,0.5992488420666432,0.15255743738617789,0.1352792183845967,-0.7774575721517993,0.3644946519943495,-0.3888031888992421,0.47517640782845216,1.1910846470709524,0.8874680759670412,0.5962723206439084
2,5.385789797399944,1.7267385134744666,-1.5962809142364853,0.7875638631899684,0.33288044155416036,-1.4496500919212596,1.6881572461604042,-0.8898854902507063,0.43335234367295583,0.14990239719246595,-0.19896265944112063,0.0982495732250977
3,3.1188438332909785,-2.812681526895866,-1.4956052525856585,0.6223701420434135,0.7369501085313572,-0.1310311270196266,0.18638311214674055,0.825965370727506,-0.774245344371806,-0.4206784246097005,-0.35995823535677535,0.9969168095109544
4,-2.8297355311529513,-0.3846728774216684,-1.4048175600057855,-1.8032638644452252,-0.8263908059475895,0.05017961068513905,-0.5351430556993646,1.026913546578113,0.17119615110486852,-0.13074505660753252,-0.4024944650716869,0.5064129314089593
5,3.530609600921706,-1.942125598361904,-0.871354174920162,0.7561305988352383,-1.211892368779305,-0.7078989809839694,-0.45020836082092897,-1.7914025276881265,0.3747546827491983,-0.9749308746096575,0.7136309392590895,-0.6805624887283523
6,-2.4226067813656056,-0.7386326076111511,1.7364746016139465,1.1361187534161148,-0.41425942504587354,0.25170731626507187,0.7285154993801783,0.5126361620617277,1.1301646683969522,-0.2524050676831171,-0.31453417047953897,-1.8746817070146933
7,0.44632263052297927,-0.2421062144858676,0.5202985115212629,-0.9642792864707062,-1.5006910826571338,-0.33344039901074335,0.7705554305256527,1.9110779250428027,0.16993865037761394,1.0664718402291544,0.31296659999718024,-0.1537628821471329
8,-2.712622296881205,-0.16408883314060277,-1.4592345343339652,-0.8406286192790503,-0.43490028352458276,1.170268745625475,0.1537671210097795,-0.32366911522032643,-0.035228185683066106,0.11111765500018274,-0.5039039033412164,0.46524701122880363
9,6.913110525427781,2.4298914852340263,-0.9183283130933757,2.087456104085414,-0.6151591548434233,-0.9190602010841395,1.3375279615035003,-0.46466192143416235,0.22105670239669845,-1.6568585917116876,0.5634552206145443,-1.0310699116212827
10,-1.2470639845136806,-1.0511941578256538,0.424785478980303,0.9531376993991544,1.3092128776250274,0.7236886170092205,0.10169952515666582,1.2950872545511192,1.1479175318210066,0.14019545191051605,-0.8091677653699523,-0.56944104983391
11,3.793416359643096,-2.6382693730818745,-1.7527541434414564,-2.0086429148174405,-0.8183317681096874,0.6379422740070751,0.4452964799897004,-0.24702184115359888,0.7560643161171359,0.845868101587601,0.8902344201499194,0.23339691319999753
12,-1.537417578228229,0.559809847866176,0.025447120770769636,0.03785538510637247,-0.9644760385050241,1.1968958098296136,0.42350304870315625,0.5998325650220244,-0.3112287837325436,0.05996746177228821,0.425648906601437,0.20860474206786156
13,0.7763923609767898,-0.5981391987288607,0.6795609246646301,-1.6825878358262871,-2.587871378575296,1.1007883192101307,-1.20113911968602,0.027460793692710758,-0.530688042629995,-0.6980927842267238,0.420119964194122,-0.17296444808711425
14,1.9476479010731254,-3.2484762922826396,-0.09652453512301319,0.9806983568641626,1.4197565745584948,-0.13758301011756663,0.07475220531964445,0.16962535138114213,0.07566547279787765,-0.45811218721101843,0.22239949093379516,1.156952045369354
15,5.583396340807308,3.0628491152417396,-0.7387794711966791,1.0697356669484568,-1.5616605230057108,-0.8861843505357663,-0.7487291024816829,-0.9061725629887722,-0.4865418263520241,-0.03060430695285355,0.08445791156181195,-0.22634729633224174
16,-2.7954973490994273,-0.38236068989724004,-0.3202642481374126,-2.3420218754781073,-0.15926791802828685,1.650005865663878,0.5402386629377888,0.8431904825647386,-0.11672687328306248,-0.45436576845691545,0.07649127928338237,0.2085953951239207
17,0.06957634141350846,-0.391454655928942,-1.7552493691986608,2.74935351165131,-0.5713197322241439,0.5488501982713462,1.245169645694057,0.9248853457043359,0.7754157355907283,0.24983999432471543,1.0210657817740796,-0.7674964813121299
18,2.6478360731220603,-3.272159203564498,-0.14656761061586807,-1.2373563560069318,1.7110313565543127,1.8043056736790994,0.21897560595447982,-1.0910728832418548,0.67529477112785,-1.9865249296355802,1.1254316904488364,0.20754909533775948
19,3.130333564234412,-1.7171291638758481,0.11692573495499722,0.7662067150902943,-2.9127619066877566,1.5971027818556742,0.4390859418244279,0.8191676087779487,0.6313370486360299,0.256483931447018,-0.20845327427104735,-1.7164687647881807
